date,candidate_id,proposal_hash,source,expected_direction,stage,dev_ic,dev_t,blend_dev_gain,virgin_ic,virgin_t,virgin_n,holdout_ic,holdout_t,holdout_n,holdout_p_onesided,fresh_ic,fresh_t,fresh_n,family_n,bh_threshold,verdict,reasons,expression,canonical,lookback,n_nodes,coverage,screen_pass,blend_by_tier,mechanism_tag,cluster_id,cluster_rep,redundant_with,max_corr,corr_with,residual_dev_ic,residual_dev_t,residual_vs,model_dev_t,model_holdout_t,oracle_flags,quarantined,horizon,pooled_ic,pooled_t,pooled_n,pooled_p_onesided,recent_ic,recent_t,recent_n,recent_p_onesided,adoption_tier,rule_version,universe
2026-09-06,ms_ind_seas228,9263abff5db3,cc-miner:cc_20260906_midseed,positive,screen,0.0220348445575156,1.9401316007075409,,,,,,,,,,,,,,screen_fail,,"delay(ts_sum(returns, 20), 228) - sector_demean(delay(ts_sum(returns, 20), 228))","sub(delay(ts_sum(returns, 20), 228), sector_demean(delay(ts_sum(returns, 20), 228)))",249.0,8.0,0.9832469096360374,False,,midseed,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,ms_ind_roe_chg,e6e261e387a1,cc-miner:cc_20260906_midseed,positive,screen,,,,,,,,,,,,,,,,error,,"rank(delta(roe, 63)) - sector_demean(rank(delta(roe, 63)))",,,,,False,,midseed,,,,,,,,,,,,,20.0,,,,,,,,,,,midcap
2026-09-06,ms_ind_ey_chg,d4f06fe43e93,cc-miner:cc_20260906_midseed,positive,screen,,,,,,,,,,,,,,,,error,,"rank(delta(earnings_yield, 63)) - sector_demean(rank(delta(earnings_yield, 63)))",,,,,False,,midseed,,,,,,,,,,,,,20.0,,,,,,,,,,,midcap
2026-09-06,ms_ind_si,e574d205a2e7,cc-miner:cc_20260906_midseed,negative,screen,,,,,,,,,,,,,,,,error,,rank(days_to_cover) - sector_demean(rank(days_to_cover)),,,,,False,,midseed,,,,,,,,,,,,,20.0,,,,,,,,,,,midcap
2026-09-06,ms_sn_inst_own,8d4b0423bc0e,cc-miner:cc_20260906_midseed,negative,screen,,,,,,,,,,,,,,,,error,,sector_rank(inst_own),,,,,False,,midseed,,,,,,,,,,,,,20.0,,,,,,,,,,,midcap
2026-09-06,ms_sn_netmargin,6b732c25abd6,cc-miner:cc_20260906_midseed,positive,screen,,,,,,,,,,,,,,,,error,,sector_rank(earnings_yield / sales_to_price),,,,,False,,midseed,,,,,,,,,,,,,20.0,,,,,,,,,,,midcap
2026-09-06,ms_ind_tone,ca0f42f299ac,cc-miner:cc_20260906_midseed,positive,screen,,,,,,,,,,,,,,,,error,,"rank(ts_mean(fillna(news_tone, 0), 20) - ts_mean(fillna(news_tone, 0), 120)) - sector_demean(rank(ts_mean(fillna(news_tone, 0), 20) - ts_mean(fillna(news_tone, 0), 120)))",,,,,False,,midseed,,,,,,,,,,,,,20.0,,,,,,,,,,,midcap
2026-09-06,ms_ind_insider250,99d99ad52af7,cc-miner:cc_20260906_midseed,positive,screen,,,,,,,,,,,,,,,,error,,"rank(ts_sum(insider_buys, 250)) - sector_demean(rank(ts_sum(insider_buys, 250)))",,,,,False,,midseed,,,,,,,,,,,,,20.0,,,,,,,,,,,midcap
2026-09-06,ms_ind_volvol,895e4af4e2ee,cc-miner:cc_20260906_midseed,negative,screen,-0.0359673998284268,-2.536643322066496,,,,,,,,,,,,,,screen_pass,,"rank(ts_max(volume, 60) / ts_mean(volume, 60)) - sector_demean(rank(ts_max(volume, 60) / ts_mean(volume, 60)))","sub(rank(div(ts_max(volume, 60), ts_mean(volume, 60))), sector_demean(rank(div(ts_max(volume, 60), ts_mean(volume, 60)))))",60.0,14.0,0.9993548942026492,True,,midseed,ms_ind_volvol,True,,-0.326,batch:ms_ind_mom_12_7,-0.0168211761114847,-1.3930915200595215,batch:ms_ind_mom_12_7,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,ms_newsvol_abn_secmean,6d68cc04df7d,cc-miner:cc_20260906_midseed,negative,screen,,,,,,,,,,,,,,,,error,,"(ts_mean(log(fillna(news_articles, 0)), 20) - ts_mean(log(fillna(news_articles, 0)), 120)) - sector_demean(ts_mean(log(fillna(news_articles, 0)), 20) - ts_mean(log(fillna(news_articles, 0)), 120))",,,,,False,,midseed,,,,,,,,,,,,,20.0,,,,,,,,,,,midcap
2026-09-06,ms_turn_r20_120_secmean,7ecf9beefe0b,cc-miner:cc_20260906_midseed,negative,screen,-0.0382217616280711,-3.047997448345214,,,,,,,,,,,,,,screen_pass,,"(ts_mean(turnover, 20) / ts_mean(turnover, 120) - 1) - sector_demean(ts_mean(turnover, 20) / ts_mean(turnover, 120) - 1)","sub(sub(div(ts_mean(turnover, 20), ts_mean(turnover, 120)), 1), sector_demean(sub(div(ts_mean(turnover, 20), ts_mean(turnover, 120)), 1)))",120.0,14.0,0.95111572583618,True,,midseed,ms_turn_r20_120_secmean,True,,0.213,batch:ms_ind_volvol,,-3.047997448345214,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,ms_insttop5_chg63_secmean,e6ae652dca0a,cc-miner:cc_20260906_midseed,negative,screen,,,,,,,,,,,,,,,,error,,"delta(inst_top5, 63) - sector_demean(delta(inst_top5, 63))",,,,,False,,midseed,,,,,,,,,,,,,20.0,,,,,,,,,,,midcap
2026-09-06,ms_sr_cash_level,69d1ee1fd360,cc-miner:cc_20260906_midseed,positive,screen,,,,,,,,,,,,,,,,error,,sector_rank(cash_to_assets),,,,,False,,midseed,,,,,,,,,,,,,20.0,,,,,,,,,,,midcap
2026-09-06,ms_top5_change_sn,f930703b41f5,cc-miner:cc_20260906_midseed,positive,screen,,,,,,,,,,,,,,,,error,,"sector_rank(delta(inst_top5, 63))",,,,,False,,midseed,,,,,,,,,,,,,20.0,,,,,,,,,,,midcap
2026-09-06,ms_ind_inst_own,403e70c4ed70,cc-miner:cc_20260906_midseed,negative,screen,,,,,,,,,,,,,,,,error,,"sub(rank(inst_own), sector_demean(rank(inst_own)))",,,,,False,,midseed,,,,,,,,,,,,,20.0,,,,,,,,,,,midcap
2026-09-06,mom_6_1_sector,f67eb69c4e34,cc-miner:cc_20260906_mid1,positive,screen,0.0063096999841528,0.461690572519778,,,,,,,,,,,,,,screen_fail,,"sector_rank(delay(ts_sum(returns, 100), 20))","sector_rank(delay(ts_sum(returns, 100), 20))",121.0,4.0,0.9961416529453688,False,,intra_industry_momentum_6_1,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,mom_12_1_sector,1fedf7a9ba4e,cc-miner:cc_20260906_mid1,positive,screen,,,,,,,,,,,,,,,,error,,"sector_rank(delay(ts_sum(returns, 230), 20))",,,,,False,,intra_industry_momentum_12_1,,,,,,,,,,,,,20.0,,,,,,,,,,,midcap
2026-09-06,sharpe_mom_120,ec2871ec8876,cc-miner:cc_20260906_mid1,positive,screen,0.0140601043766804,0.8736142719254661,,,,,,,,,,,,,,screen_fail,,"div(ts_sum(returns, 120), ts_std(returns, 120))","div(ts_sum(returns, 120), ts_std(returns, 120))",121.0,5.0,0.9961416529453688,False,,path_quality_sharpe_momentum,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,high_recency_250,209d03ae0c87,cc-miner:cc_20260906_mid1,negative,screen,-0.038841991466325,-2.6122125605702644,,,,,,,,,,,,,,screen_pass,,"ts_argmax(high, 250)","ts_argmax(high, 250)",250.0,2.0,0.9831289474330932,True,,high_recency,high_recency_250,True,,-0.6,incumbent:pct_52w_high,-0.02660146610261,-1.7293426205867264,incumbent:pct_52w_high,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,amihud_20,4304fe393a5e,cc-miner:cc_20260906_mid1,positive,screen,-0.0219530818251865,-2.0279186640550657,,,,,,,,,,,,,,screen_fail,,"ts_mean(div(abs(returns), dollar_volume), 20)","ts_mean(div(abs(returns), dollar_volume), 20)",21.0,5.0,0.9995256936423288,False,,amihud_illiquidity,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,dv_level_60_250,2afc389e07c5,cc-miner:cc_20260906_mid1,negative,screen,0.0127218417452507,0.982745187546101,,,,,,,,,,,,,,screen_fail,,"div(ts_mean(dollar_volume, 60), ts_mean(dollar_volume, 250))","div(ts_mean(dollar_volume, 60), ts_mean(dollar_volume, 250))",250.0,5.0,0.9831289474330932,False,,abnormal_dollar_volume_quarterly,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,lottery_max_20,9af8adf6a3da,cc-miner:cc_20260906_mid1,negative,screen,-0.0283145457471462,-1.4921611229647105,,,,,,,,,,,,,,screen_fail,,"ts_max(returns, 20)","ts_max(returns, 20)",21.0,2.0,0.9998955542994764,False,,lottery_max,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,season_228_indmean,1b27c66f251b,cc-miner:cc_20260906_mid1,positive,screen,0.0206365756329134,1.8063866739242684,,,,,,,,,,,,,,screen_fail,,"sub(rank(delay(ts_sum(returns, 20), 228)), sector_demean(rank(delay(ts_sum(returns, 20), 228))))","sub(rank(delay(ts_sum(returns, 20), 228)), sector_demean(rank(delay(ts_sum(returns, 20), 228))))",249.0,10.0,0.9832469096360374,False,,industry_seasonality,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,mom_12_1_sector_229,f222be393d97,cc-miner:cc_20260906_mid1,positive,screen,0.0295513750212941,1.940619337786681,,,,,,,,,,,,,,screen_fail,,"sector_rank(delay(ts_sum(returns, 229), 20))","sector_rank(delay(ts_sum(returns, 229), 20))",250.0,4.0,0.9831289474330932,False,,intra_industry_momentum_12_1,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,high_recency_sector,fdfdeafa791d,cc-miner:cc_20260906_mid1,negative,screen,-0.030021513604861,-2.419285097332976,,,,,,,,,,,,,,screen_pass,,"sector_rank(ts_argmax(high, 250))","sector_rank(ts_argmax(high, 250))",250.0,3.0,0.9831289474330932,True,,high_recency,high_recency_250,False,high_recency_250,0.931,prior:high_recency_250,0.0164743112245777,1.678278749522507,prior:high_recency_250,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,svr_60,8e83b7b707c4,cc-miner:cc_20260906_mid1,negative,screen,-0.0129387902218762,-1.6542639526232412,,,,,,,,,,,,,,screen_fail,,"ts_mean(fillna(short_vol_ratio, 0), 60)","ts_mean(fillna(short_vol_ratio, 0), 60)",60.0,3.0,0.9642427072325576,False,,short_volume_level_60,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,svr_20_250_ratio,5fe2807c8af9,cc-miner:cc_20260906_mid1,negative,screen,-0.0049682665045575,-0.8632078395373262,,,,,,,,,,,,,,screen_fail,,"div(ts_mean(fillna(short_vol_ratio, 0), 20), ts_mean(fillna(short_vol_ratio, 0), 250))","div(ts_mean(fillna(short_vol_ratio, 0), 20), ts_mean(fillna(short_vol_ratio, 0), 250))",250.0,7.0,0.9357929271829152,False,,short_volume_relative_level,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,svr20_indmean,618744387391,cc-miner:cc_20260906_mid1,negative,screen,0.0327870682090678,2.684096895192585,,,,,,,,,,,,,,screen_fail,,"sub(rank(ts_mean(fillna(short_vol_ratio, 0), 20)), sector_demean(rank(ts_mean(fillna(short_vol_ratio, 0), 20))))","sub(rank(ts_mean(fillna(short_vol_ratio, 0), 20)), sector_demean(rank(ts_mean(fillna(short_vol_ratio, 0), 20))))",20.0,10.0,0.965983878498931,False,,industry_short_volume,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,turn_ratio_sector,b642841abc8d,cc-miner:cc_20260906_mid1,negative,screen,0.0063049498542432,1.0441750740388434,,,,,,,,,,,,,,screen_fail,,"sector_rank(sub(div(ts_mean(turnover, 20), ts_mean(turnover, 120)), 1))","sector_rank(sub(div(ts_mean(turnover, 20), ts_mean(turnover, 120)), 1))",120.0,7.0,0.95111572583618,False,,intra_industry_turnover_ratio,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,overnight_sum_20,e51ca187c531,cc-miner:cc_20260906_mid1,negative,screen,0.0010998597196315,0.0878242714870078,,,,,,,,,,,,,,screen_fail,,"ts_sum(sub(div(open, delay(close, 1)), 1), 20)","ts_sum(sub(div(open, delay(close, 1)), 1), 20)",21.0,6.0,0.9998955542994764,False,,overnight_sentiment_reversal,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,overnight_var_share_60,784b93b8fceb,cc-miner:cc_20260906_mid1,positive,screen,0.026872152916832,3.125338090888173,,,,,,,,,,,,,,screen_pass,,"div(ts_std(sub(div(open, delay(close, 1)), 1), 60), ts_std(returns, 60))","div(ts_std(sub(div(open, delay(close, 1)), 1), 60), ts_std(returns, 60))",61.0,9.0,0.9993266324248604,True,,overnight_variance_share,overnight_var_share_60,True,,0.093,prior:ms_volvol_maxratio_20_60_blen,,3.125338090888173,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,mom_12_1_sector_229,f222be393d97,cc-miner:cc_20260906_mid1,positive,screen,0.0295513750212941,1.940619337786681,,,,,,,,,,,,,,screen_fail,,"sector_rank(delay(ts_sum(returns, 229), 20))","sector_rank(delay(ts_sum(returns, 229), 20))",250.0,4.0,0.9831289474330932,False,,intra_industry_momentum_12_1,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,high_recency_sector,fdfdeafa791d,cc-miner:cc_20260906_mid1,negative,screen,-0.030021513604861,-2.419285097332976,,,,,,,,,,,,,,screen_pass,,"sector_rank(ts_argmax(high, 250))","sector_rank(ts_argmax(high, 250))",250.0,3.0,0.9831289474330932,True,,high_recency,high_recency_250,False,high_recency_250,0.931,prior:high_recency_250,0.0164743112245777,1.678278749522507,prior:high_recency_250,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,svr_60,8e83b7b707c4,cc-miner:cc_20260906_mid1,negative,screen,-0.0129387902218762,-1.6542639526232412,,,,,,,,,,,,,,screen_fail,,"ts_mean(fillna(short_vol_ratio, 0), 60)","ts_mean(fillna(short_vol_ratio, 0), 60)",60.0,3.0,0.9642427072325576,False,,short_volume_level_60,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,svr_20_250_ratio,5fe2807c8af9,cc-miner:cc_20260906_mid1,negative,screen,-0.0049682665045575,-0.8632078395373262,,,,,,,,,,,,,,screen_fail,,"div(ts_mean(fillna(short_vol_ratio, 0), 20), ts_mean(fillna(short_vol_ratio, 0), 250))","div(ts_mean(fillna(short_vol_ratio, 0), 20), ts_mean(fillna(short_vol_ratio, 0), 250))",250.0,7.0,0.9357929271829152,False,,short_volume_relative_level,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,svr20_indmean,618744387391,cc-miner:cc_20260906_mid1,negative,screen,0.0327870682090678,2.684096895192585,,,,,,,,,,,,,,screen_fail,,"sub(rank(ts_mean(fillna(short_vol_ratio, 0), 20)), sector_demean(rank(ts_mean(fillna(short_vol_ratio, 0), 20))))","sub(rank(ts_mean(fillna(short_vol_ratio, 0), 20)), sector_demean(rank(ts_mean(fillna(short_vol_ratio, 0), 20))))",20.0,10.0,0.965983878498931,False,,industry_short_volume,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,turn_ratio_sector,b642841abc8d,cc-miner:cc_20260906_mid1,negative,screen,0.0063049498542432,1.0441750740388434,,,,,,,,,,,,,,screen_fail,,"sector_rank(sub(div(ts_mean(turnover, 20), ts_mean(turnover, 120)), 1))","sector_rank(sub(div(ts_mean(turnover, 20), ts_mean(turnover, 120)), 1))",120.0,7.0,0.95111572583618,False,,intra_industry_turnover_ratio,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,overnight_sum_20,e51ca187c531,cc-miner:cc_20260906_mid1,negative,screen,0.0010998597196315,0.0878242714870078,,,,,,,,,,,,,,screen_fail,,"ts_sum(sub(div(open, delay(close, 1)), 1), 20)","ts_sum(sub(div(open, delay(close, 1)), 1), 20)",21.0,6.0,0.9998955542994764,False,,overnight_sentiment_reversal,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,overnight_var_share_60,784b93b8fceb,cc-miner:cc_20260906_mid1,positive,screen,0.026872152916832,3.125338090888173,,,,,,,,,,,,,,screen_pass,,"div(ts_std(sub(div(open, delay(close, 1)), 1), 60), ts_std(returns, 60))","div(ts_std(sub(div(open, delay(close, 1)), 1), 60), ts_std(returns, 60))",61.0,9.0,0.9993266324248604,True,,overnight_variance_share,overnight_var_share_60,True,,0.093,prior:ms_volvol_maxratio_20_60_blen,,3.125338090888173,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,pead_filing_ret20,7d74409f5b00,cc-miner:cc_20260906_mid1,positive,screen,0.004157642382443,0.4267358888641145,,,,,,,,,,,,,,screen_fail,,"mul(sub(rank(ts_sum(returns, 20)), 0.5), sub(1, div(min(filing_days, 63), 63)))","mul(sub(rank(ts_sum(returns, 20)), 0.5), sub(1, div(min(filing_days, 63), 63)))",21.0,9.0,0.9716079722788824,False,,pead_filing_weighted,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,pead_filing_ret5,4c2cdd06f981,cc-miner:cc_20260906_mid1,positive,screen,-0.002561851699421,-0.4009443048510225,,,,,,,,,,,,,,screen_fail,,"mul(sub(rank(ts_sum(returns, 5)), 0.5), sub(1, div(min(filing_days, 63), 63)))","mul(sub(rank(ts_sum(returns, 5)), 0.5), sub(1, div(min(filing_days, 63), 63)))",6.0,9.0,0.9717075028876164,False,,pead_filing_weighted,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,volshock_5_60,56522e13453e,cc-miner:cc_20260906_mid1,negative,screen,0.0026648802949057,0.4682730232861752,,,,,,,,,,,,,,screen_fail,,"div(ts_std(returns, 5), ts_std(returns, 60))","div(ts_std(returns, 5), ts_std(returns, 60))",61.0,5.0,0.9993266324248604,False,,volatility_shock,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,upfrac_120,1ad9186aa178,cc-miner:cc_20260906_mid1,positive,screen,0.0165654956350124,1.1034317020253772,,,,,,,,,,,,,,screen_fail,,"ts_mean(gt(returns, 0), 120)","ts_mean(gt(returns, 0), 120)",121.0,3.0,0.9961416529453688,False,,momentum_consistency,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,fip_mom_6_1,3df4727f11c7,cc-miner:cc_20260906_mid1,positive,screen,,,,,,,,,,,,,,,,error,,"mul(sub(rank(delay(ts_sum(returns, 100), 20)), 0.5), add(0.5, rank(mul(sign(delay(ts_sum(returns, 100), 20)), delay(sub(ts_mean(gt(returns, 0), 100), ts_mean(lt(returns, 0), 100)), 20)))))",,,,,False,,frog_in_pan_momentum,,,,,,,,,,,,,20.0,,,,,,,,,,,midcap
2026-09-06,max_sigma_20,17ae93482ab7,cc-miner:cc_20260906_mid1,negative,screen,0.002968580826861,0.4193898191323182,,,,,,,,,,,,,,screen_fail,,"div(ts_max(returns, 20), ts_std(returns, 60))","div(ts_max(returns, 20), ts_std(returns, 60))",61.0,5.0,0.9993266324248604,False,,lottery_max,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,min_sigma_20,dcf97ac7c680,cc-miner:cc_20260906_mid1,positive,screen,0.0032544633088474,0.4327242285286518,,,,,,,,,,,,,,screen_fail,,"div(ts_min(returns, 20), ts_std(returns, 60))","div(ts_min(returns, 20), ts_std(returns, 60))",61.0,5.0,0.9993266324248604,False,,crash_continuation,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,low_recency_250,9b797a986010,cc-miner:cc_20260906_mid1,positive,screen,0.0343064087566599,2.2023119688610264,,,,,,,,,,,,,,screen_pass,,"ts_argmin(low, 250)","ts_argmin(low, 250)",250.0,2.0,0.9831289474330932,True,,low_recency,low_recency_250,True,,0.561,incumbent:pct_52w_high,0.0112934616129687,0.8356003926379105,incumbent:pct_52w_high,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,ovs_indmean_60,eb64e7edd994,cc-miner:cc_20260906_mid1,positive,screen,0.0440694453711605,2.901419583047636,,,,,,,,,,,,,,screen_pass,,"sub(rank(div(ts_std(div(open, delay(close, 1)), 60), ts_std(returns, 60))), sector_demean(rank(div(ts_std(div(open, delay(close, 1)), 60), ts_std(returns, 60)))))","sub(rank(div(ts_std(div(open, delay(close, 1)), 60), ts_std(returns, 60))), sector_demean(rank(div(ts_std(div(open, delay(close, 1)), 60), ts_std(returns, 60)))))",61.0,20.0,0.9993266324248604,True,,industry_overnight_variance_share,ovs_indmean_60,True,,0.294,prior:ms_ind_mom_12_7,,2.901419583047636,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,ovs_sector_60,f43689f50511,cc-miner:cc_20260906_mid1,positive,screen,0.0115089055288567,2.010426894157272,,,,,,,,,,,,,,screen_pass,,"sector_rank(div(ts_std(div(open, delay(close, 1)), 60), ts_std(returns, 60)))","sector_rank(div(ts_std(div(open, delay(close, 1)), 60), ts_std(returns, 60)))",61.0,9.0,0.9993266324248604,True,,overnight_variance_share,overnight_var_share_60,False,overnight_var_share_60,0.938,prior:overnight_var_share_60,-0.0331656431457852,-2.9248627060559977,prior:overnight_var_share_60,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,mom127_volscaled,daf128c7e42f,cc-miner:cc_20260906_mid1,positive,screen,0.0515730175682901,3.783977289563039,,,,,,,,,,,,,,screen_pass,,"delay(div(ts_sum(returns, 120), ts_std(returns, 120)), 125)","delay(div(ts_sum(returns, 120), ts_std(returns, 120)), 125)",246.0,6.0,0.9835995674719226,True,,path_quality_intermediate_momentum,ms_intermed_mom_12_7,False,ms_intermed_mom_12_7,0.967,prior:ms_intermed_mom_12_7,0.0182073995401385,1.7122266606311638,prior:ms_intermed_mom_12_7,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,amihud_turn_60,5eb5702cbbff,cc-miner:cc_20260906_mid1,positive,screen,-0.0134976419303649,-1.379104449818057,,,,,,,,,,,,,,screen_fail,,"ts_mean(div(abs(returns), turnover), 60)","ts_mean(div(abs(returns), turnover), 60)",61.0,5.0,0.9621353616278784,False,,amihud_turnover_normalized,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,price_level,79b27966c41f,cc-miner:cc_20260906_mid1,positive,screen,0.0164803003035806,1.5858804714396706,,,,,,,,,,,,,,screen_fail,,close,close,0.0,1.0,1.0,False,,nominal_price_level,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,turn_change_63,1c3cd1be8fc2,cc-miner:cc_20260906_mid1,negative,screen,-0.0028552820971285,-0.3636414154238635,,,,,,,,,,,,,,screen_fail,,"delta(ts_mean(turnover, 20), 63)","delta(ts_mean(turnover, 20), 63)",83.0,3.0,0.9595524808925808,False,,turnover_change,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,range_noise_share_60,88ef472cff71,cc-miner:cc_20260906_mid1,negative,screen,-0.0184075621863667,-1.7185850205150344,,,,,,,,,,,,,,screen_fail,,"div(ts_mean(sub(div(high, low), 1), 60), ts_std(returns, 60))","div(ts_mean(sub(div(high, low), 1), 60), ts_std(returns, 60))",61.0,8.0,0.9993266324248604,False,,intraday_range_noise_share,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,gap_drift_60,4668aeac0ba5,cc-miner:cc_20260906_mid1,positive,screen,-0.0011078497494332,-0.1932475102868393,,,,,,,,,,,,,,screen_fail,,"ts_sum(mul(sub(div(open, delay(close, 1)), 1), gt(abs(sub(div(open, delay(close, 1)), 1)), mul(2.5, ts_std(returns, 60)))), 60)","ts_sum(mul(sub(div(open, delay(close, 1)), 1), gt(abs(sub(div(open, delay(close, 1)), 1)), mul(2.5, ts_std(returns, 60)))), 60)",121.0,17.0,0.9962067779115776,False,,gap_day_drift,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,ovs_indmean_60,eb64e7edd994,cc-miner:cc_20260906_mid1,positive,screen,0.0440694453711605,2.901419583047636,,,,,,,,,,,,,,screen_pass,,"sub(rank(div(ts_std(div(open, delay(close, 1)), 60), ts_std(returns, 60))), sector_demean(rank(div(ts_std(div(open, delay(close, 1)), 60), ts_std(returns, 60)))))","sub(rank(div(ts_std(div(open, delay(close, 1)), 60), ts_std(returns, 60))), sector_demean(rank(div(ts_std(div(open, delay(close, 1)), 60), ts_std(returns, 60)))))",61.0,20.0,0.9993266324248604,True,,industry_overnight_variance_share,ovs_indmean_60,True,,0.294,prior:ms_ind_mom_12_7,,2.901419583047636,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,ovs_sector_60,f43689f50511,cc-miner:cc_20260906_mid1,positive,screen,0.0115089055288567,2.010426894157272,,,,,,,,,,,,,,screen_pass,,"sector_rank(div(ts_std(div(open, delay(close, 1)), 60), ts_std(returns, 60)))","sector_rank(div(ts_std(div(open, delay(close, 1)), 60), ts_std(returns, 60)))",61.0,9.0,0.9993266324248604,True,,overnight_variance_share,overnight_var_share_60,False,overnight_var_share_60,0.938,prior:overnight_var_share_60,-0.0331656431457852,-2.9248627060559977,prior:overnight_var_share_60,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,mom127_volscaled,daf128c7e42f,cc-miner:cc_20260906_mid1,positive,screen,0.0515730175682901,3.783977289563039,,,,,,,,,,,,,,screen_pass,,"delay(div(ts_sum(returns, 120), ts_std(returns, 120)), 125)","delay(div(ts_sum(returns, 120), ts_std(returns, 120)), 125)",246.0,6.0,0.9835995674719226,True,,path_quality_intermediate_momentum,ms_intermed_mom_12_7,False,ms_intermed_mom_12_7,0.967,prior:ms_intermed_mom_12_7,0.0182073995401385,1.7122266606311638,prior:ms_intermed_mom_12_7,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,amihud_turn_60,5eb5702cbbff,cc-miner:cc_20260906_mid1,positive,screen,-0.0134976419303649,-1.379104449818057,,,,,,,,,,,,,,screen_fail,,"ts_mean(div(abs(returns), turnover), 60)","ts_mean(div(abs(returns), turnover), 60)",61.0,5.0,0.9621353616278784,False,,amihud_turnover_normalized,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,price_level,79b27966c41f,cc-miner:cc_20260906_mid1,positive,screen,0.0164803003035806,1.5858804714396706,,,,,,,,,,,,,,screen_fail,,close,close,0.0,1.0,1.0,False,,nominal_price_level,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,turn_change_63,1c3cd1be8fc2,cc-miner:cc_20260906_mid1,negative,screen,-0.0028552820971285,-0.3636414154238635,,,,,,,,,,,,,,screen_fail,,"delta(ts_mean(turnover, 20), 63)","delta(ts_mean(turnover, 20), 63)",83.0,3.0,0.9595524808925808,False,,turnover_change,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
2026-09-06,range_noise_share_60,88ef472cff71,cc-miner:cc_20260906_mid1,negative,screen,-0.0184075621863667,-1.7185850205150344,,,,,,,,,,,,,,screen_fail,,"div(ts_mean(sub(div(high, low), 1), 60), ts_std(returns, 60))","div(ts_mean(sub(div(high, low), 1), 60), ts_std(returns, 60))",61.0,8.0,0.9993266324248604,False,,intraday_range_noise_share,,,,,,,,,,,,False,20.0,,,,,,,,,,,midcap
